edad,segmento,saldo_total,numero_productos,visitas_app_mes,usa_web,usa_tarjeta_credito,reclamos_6m,satisfaccion_encuesta,tasa_credito_personal,rango_ingresos,region,cerrara_cuenta
18,Premium,3638.91,5,5,0,0,1,4.8,35.03,Alto,Selva,0
70,Preferente,10338.86,5,9,1,0,0,4.4,40.9,Medio,Sierra,0
56,Estándar,17227.17,4,5,0,0,1,3.4,35.18,Bajo,Costa,0
65,Estándar,14677.21,2,9,0,1,2,4.4,44.05,Medio,Costa,0
68,Estándar,13412.97,4,6,1,0,0,1.1,31.86,Bajo,Selva,0
43,Estándar,30685.32,4,7,1,1,0,3.3,29.36,Muy Alto,Costa,0
73,Estándar,11255.02,3,1,1,1,2,3.4,42.06,Bajo,Sierra,0
24,Estándar,8384.91,4,7,1,0,1,4.0,42.31,Bajo,Sierra,0
42,Preferente,30144.86,1,8,1,1,0,2.1,44.27,Muy Alto,Sierra,0
20,Preferente,11729.37,1,5,1,1,0,4.2,32.94,Muy Alto,Selva,0
30,Estándar,4535.34,1,8,1,1,1,3.4,29.67,Medio,Selva,0
59,Preferente,32598.38,3,9,1,1,0,3.0,26.55,Medio,Costa,0
54,Estándar,6740.69,3,5,1,1,0,4.3,39.34,Bajo,Sierra,0
74,Preferente,0.0,1,4,1,0,1,1.0,39.9,Medio,Costa,0
23,Estándar,27130.69,4,4,1,0,1,3.0,26.31,Alto,Sierra,0
73,Estándar,15810.73,1,10,1,1,0,3.7,59.12,Medio,Selva,0
52,Preferente,14894.05,3,8,1,1,1,2.7,37.26,Medio,Selva,0
49,Estándar,21605.55,3,10,1,1,0,2.2,37.21,Medio,Sierra,0
70,Preferente,45376.05,5,7,1,0,0,1.4,23.77,Bajo,Sierra,0
64,Estándar,25830.68,3,7,0,1,1,3.1,22.86,Medio,Costa,1
38,Preferente,0.0,2,6,1,0,1,1.4,39.35,Medio,Costa,0
28,Estándar,35161.26,3,6,1,1,0,3.5,37.48,Alto,Costa,0
22,Estándar,17268.06,5,8,0,0,0,2.3,45.84,Bajo,Costa,0
50,Preferente,35491.78,5,6,0,0,1,5.0,28.05,Alto,Costa,0
39,Premium,20737.81,5,7,1,0,0,1.3,26.73,Muy Alto,Costa,0
56,Preferente,29282.17,4,2,0,0,1,3.0,29.61,Bajo,Costa,0
47,Estándar,0.0,1,9,0,1,0,2.7,26.62,Medio,Selva,0
37,Preferente,15481.65,3,9,1,0,0,5.0,25.05,Medio,Sierra,0
70,Preferente,0.0,3,7,0,1,0,3.5,54.09,Bajo,Costa,0
58,Preferente,19512.12,3,8,1,0,1,2.1,33.3,Bajo,Costa,0
45,Premium,7829.72,5,7,1,1,0,2.0,28.43,Bajo,Sierra,0
38,Estándar,46172.28,1,9,1,1,0,4.1,27.38,Medio,Sierra,0
40,Estándar,24610.03,3,8,0,0,0,3.2,46.62,Medio,Sierra,0
46,Estándar,14857.65,1,8,0,1,0,1.7,31.13,Medio,Selva,0
56,Estándar,28682.0,4,9,0,1,0,3.4,32.08,Alto,Sierra,0
28,Preferente,21791.56,4,3,1,1,2,3.3,41.29,Medio,Selva,0
34,Premium,39890.89,5,8,1,1,0,1.1,36.69,Medio,Selva,0
33,Premium,19019.8,4,11,1,0,0,4.7,44.52,Muy Alto,Costa,0
27,Estándar,15357.1,5,2,1,0,0,3.5,33.84,Bajo,Costa,0
68,Preferente,39902.91,3,2,0,0,0,1.7,44.0,Alto,Costa,0
36,Estándar,37467.47,3,3,1,0,0,1.1,37.47,Muy Alto,Costa,0
55,Estándar,40923.35,1,6,1,0,0,2.9,22.54,Medio,Selva,0
32,Preferente,31418.17,4,6,1,1,1,3.3,38.51,Alto,Sierra,0
45,Estándar,15296.25,2,7,1,0,0,4.9,31.71,Muy Alto,Costa,1
49,Estándar,20793.22,1,8,1,0,0,2.0,41.49,Muy Alto,Costa,1
70,Estándar,9410.11,2,9,1,1,2,1.3,32.88,Alto,Sierra,0
22,Estándar,19822.52,2,4,1,1,0,4.1,41.02,Bajo,Costa,0
60,Estándar,15593.35,2,12,1,1,0,3.9,31.88,Alto,Selva,0
41,Estándar,29796.17,3,2,0,1,0,2.3,42.43,Bajo,Sierra,0
27,Estándar,4527.69,3,10,1,0,1,2.3,34.65,Medio,Sierra,0
33,Estándar,29262.71,3,4,1,0,0,2.0,26.57,Medio,Costa,0
42,Preferente,28006.33,2,7,1,1,0,3.4,40.24,Bajo,Costa,0
19,Premium,16122.32,5,9,0,1,1,3.2,37.52,Medio,Sierra,0
29,Preferente,22422.87,5,8,1,0,0,2.4,41.66,Medio,Selva,0
30,Estándar,4996.09,3,5,1,0,1,3.1,50.42,Alto,Costa,0
27,Preferente,33396.63,3,9,1,1,0,3.1,43.22,Medio,Selva,0
69,Estándar,23693.07,2,5,1,0,0,2.2,37.56,Medio,Sierra,0
49,Estándar,31092.89,1,1,0,1,0,2.7,41.63,Alto,Sierra,1
68,Estándar,4827.48,1,6,1,1,1,4.9,45.6,Bajo,Selva,1
40,Premium,24870.81,1,10,1,1,1,3.5,42.69,Medio,Costa,0
55,Preferente,28100.85,1,5,1,1,0,1.1,35.61,Bajo,Sierra,0
54,Estándar,5521.5,4,3,1,1,0,4.6,37.4,Bajo,Costa,0
52,Estándar,15034.57,2,5,0,1,0,1.0,32.64,Muy Alto,Selva,0
45,Estándar,2306.78,2,9,1,0,0,4.5,34.7,Bajo,Sierra,0
46,Estándar,10343.88,5,8,1,0,0,1.6,26.15,Muy Alto,Costa,0
44,Estándar,22090.22,3,5,1,1,0,4.3,24.47,Bajo,Selva,0
34,Estándar,0.0,5,5,1,1,0,2.9,15.86,Bajo,Costa,0
61,Preferente,2298.1,1,2,1,1,0,2.0,39.22,Medio,Selva,0
53,Estándar,50674.08,1,7,1,0,0,1.0,24.78,Bajo,Sierra,0
37,Estándar,21867.41,3,5,1,0,1,3.7,47.51,Alto,Sierra,0
22,Estándar,36289.23,4,5,1,1,0,2.9,37.08,Medio,Costa,0
51,Estándar,0.0,3,12,1,0,0,1.0,35.34,Alto,Sierra,1
54,Estándar,15418.63,2,6,0,0,2,3.6,56.73,Bajo,Costa,0
18,Preferente,0.0,1,7,1,1,0,3.3,41.75,Bajo,Costa,0
46,Premium,30977.75,4,6,1,1,0,3.5,42.36,Bajo,Sierra,0
66,Premium,8079.96,4,7,0,1,0,1.6,39.79,Medio,Selva,0
44,Estándar,47659.08,1,7,1,1,0,3.2,30.11,Bajo,Sierra,1
37,Estándar,6096.3,3,2,1,1,0,2.1,32.45,Alto,Sierra,0
54,Preferente,0.0,3,5,1,1,0,2.0,32.4,Medio,Costa,0
67,Estándar,28277.25,4,6,1,1,2,3.8,39.48,Alto,Costa,0
31,Premium,28744.35,3,7,0,1,0,1.0,23.66,Bajo,Sierra,0
61,Estándar,37578.53,5,5,1,1,1,3.9,41.34,Alto,Sierra,0
68,Preferente,27999.24,5,7,1,0,1,1.5,35.7,Bajo,Sierra,0
18,Estándar,50326.95,4,11,0,1,0,3.8,39.81,Alto,Selva,0
58,Estándar,39518.66,5,4,1,1,1,2.1,38.36,Medio,Costa,1
50,Estándar,11829.55,3,4,1,1,0,2.8,55.09,Bajo,Sierra,0
62,Premium,8584.74,4,7,0,0,0,4.2,36.8,Muy Alto,Sierra,0
56,Preferente,39279.36,1,6,1,0,1,2.7,46.0,Medio,Costa,0
72,Premium,25533.44,3,9,1,1,0,1.1,41.34,Alto,Sierra,0
21,Preferente,27345.74,4,5,1,0,1,3.6,37.27,Medio,Selva,0
22,Estándar,40890.22,3,3,0,1,0,4.4,34.13,Alto,Sierra,0
43,Estándar,17311.19,5,9,1,1,0,3.8,31.8,Medio,Sierra,0
30,Preferente,10110.99,5,7,0,0,0,3.2,24.39,Medio,Sierra,0
29,Preferente,40348.56,1,7,1,1,0,3.7,33.48,Bajo,Costa,0
18,Preferente,2278.61,1,11,0,1,0,3.5,40.81,Alto,Costa,0
30,Estándar,11005.9,1,3,0,1,0,4.0,31.92,Bajo,Costa,1
26,Estándar,0.0,2,6,1,1,0,1.1,33.01,Medio,Sierra,0
61,Estándar,45656.63,1,5,1,0,1,4.9,29.37,Medio,Costa,0
34,Premium,14349.13,5,6,1,1,1,4.3,30.05,Bajo,Selva,0
50,Estándar,28210.28,2,3,1,0,0,2.1,25.43,Bajo,Costa,1
62,Estándar,43072.5,3,4,1,0,1,1.3,50.04,Bajo,Selva,1
47,Estándar,5930.46,2,8,0,1,1,2.9,46.2,Muy Alto,Sierra,1
20,Preferente,9600.98,1,5,1,0,0,1.6,36.26,Medio,Costa,0
57,Preferente,10452.05,1,5,0,1,0,4.3,38.3,Bajo,Costa,0
67,Estándar,41590.59,3,3,1,0,0,1.7,36.84,Bajo,Selva,0
65,Preferente,10084.16,3,8,1,1,1,1.9,42.27,Alto,Selva,0
19,Premium,17838.81,2,7,0,1,0,3.4,37.22,Muy Alto,Sierra,0
40,Estándar,22620.09,3,5,1,1,1,4.0,49.98,Medio,Sierra,0
58,Estándar,5909.77,3,4,0,0,0,3.7,29.09,Alto,Costa,0
33,Estándar,24148.19,2,4,1,1,2,2.6,34.66,Medio,Costa,0
56,Estándar,38276.93,3,6,1,0,1,3.5,27.95,Alto,Costa,0
25,Preferente,33876.89,2,9,1,1,0,3.8,24.9,Alto,Sierra,0
68,Estándar,36655.61,1,6,1,1,0,3.9,33.37,Medio,Sierra,0
70,Estándar,40779.94,3,2,1,1,0,5.0,26.65,Medio,Costa,0
35,Estándar,25379.9,3,1,1,0,0,4.6,35.38,Medio,Sierra,1
28,Preferente,13454.21,1,5,1,1,0,4.1,32.36,Bajo,Costa,0
18,Estándar,21584.56,2,7,1,1,0,3.2,38.87,Medio,Costa,0
74,Preferente,46542.24,5,8,1,0,1,3.0,53.93,Alto,Costa,0
67,Estándar,27060.51,4,3,1,1,0,4.6,38.89,Muy Alto,Costa,0
27,Preferente,0.0,1,5,1,0,0,4.0,36.06,Bajo,Costa,0
61,Estándar,16800.47,1,8,0,0,0,1.0,30.29,Bajo,Costa,1
36,Preferente,17884.84,2,3,0,1,1,1.3,28.22,Bajo,Costa,0
66,Preferente,0.0,1,6,1,0,0,3.2,28.63,Medio,Selva,0
67,Estándar,15422.49,1,8,1,1,0,2.3,50.34,Muy Alto,Selva,1
56,Preferente,31329.92,5,4,1,1,1,4.3,37.53,Bajo,Selva,0
38,Estándar,33198.18,1,10,1,1,0,3.4,38.04,Medio,Sierra,0
52,Estándar,21137.34,5,5,0,1,1,4.8,43.65,Bajo,Costa,0
29,Estándar,15072.13,4,4,0,0,0,4.8,36.92,Medio,Costa,0
37,Estándar,24985.36,5,11,1,0,0,3.5,37.89,Bajo,Costa,0
57,Preferente,31724.0,3,6,0,0,0,2.5,27.67,Bajo,Selva,0
58,Estándar,6312.07,5,6,1,0,1,4.2,23.65,Medio,Costa,0
59,Premium,5870.94,3,9,0,1,1,1.3,42.41,Alto,Costa,0
27,Preferente,8594.38,3,4,1,0,0,1.9,42.1,Medio,Selva,0
38,Estándar,25339.56,1,5,1,0,0,1.7,30.26,Medio,Costa,0
26,Estándar,22021.28,3,9,0,1,1,3.5,22.36,Medio,Sierra,0
74,Estándar,33198.76,3,5,0,1,0,1.3,34.45,Medio,Sierra,0
45,Estándar,9509.98,5,7,1,0,0,4.7,39.96,Bajo,Costa,0
30,Estándar,31519.94,3,8,0,1,2,2.3,40.31,Bajo,Selva,0
27,Premium,35432.85,5,4,1,1,0,3.0,37.94,Alto,Costa,0
39,Estándar,6109.57,2,5,1,1,2,4.8,46.2,Medio,Costa,1
18,Premium,29169.98,3,11,0,1,1,4.7,33.85,Alto,Sierra,0
33,Preferente,0.0,5,5,0,1,0,1.8,34.65,Medio,Costa,0
33,Estándar,17146.32,1,8,1,0,1,4.0,33.08,Alto,Selva,0
66,Estándar,7670.19,4,6,0,1,0,4.1,22.61,Medio,Selva,0
27,Estándar,10481.19,2,4,1,0,0,1.4,32.37,Alto,Costa,0
34,Estándar,30906.36,1,8,1,1,1,2.7,19.07,Bajo,Costa,0
25,Estándar,0.0,2,9,0,1,1,3.6,23.87,Bajo,Sierra,0
57,Preferente,7819.67,5,7,1,0,1,2.5,47.06,Medio,Costa,0
19,Estándar,23168.97,1,5,1,1,0,2.2,32.67,Muy Alto,Selva,0
21,Premium,35612.19,2,3,1,1,1,2.0,37.22,Medio,Selva,0
29,Preferente,3678.61,4,6,1,1,0,2.7,36.91,Bajo,Selva,0
30,Estándar,16267.42,4,9,1,1,0,4.6,37.88,Alto,Costa,0
64,Estándar,35196.6,1,3,0,0,0,1.4,19.29,Bajo,Costa,0
51,Premium,27938.12,3,9,1,0,2,4.1,22.11,Bajo,Selva,0
48,Estándar,17803.96,2,6,1,1,1,4.1,23.25,Medio,Costa,0
21,Estándar,13196.81,1,6,0,1,2,1.2,30.33,Medio,Sierra,1
71,Estándar,3194.95,5,3,0,1,1,3.6,31.67,Medio,Costa,0
53,Preferente,20685.11,4,6,1,0,0,3.2,32.02,Bajo,Selva,0
38,Preferente,4507.15,2,2,1,0,0,1.3,48.61,Medio,Selva,0
29,Preferente,21606.36,4,7,1,1,0,4.4,40.79,Medio,Sierra,0
20,Estándar,17450.64,3,11,0,0,1,4.5,47.4,Bajo,Costa,0
70,Preferente,24115.78,2,8,1,0,2,2.4,42.93,Bajo,Selva,0
64,Preferente,22326.75,4,2,0,0,1,4.5,29.14,Alto,Sierra,0
48,Preferente,11107.93,1,11,0,1,0,1.3,46.94,Medio,Sierra,0
68,Estándar,24786.45,5,5,1,0,0,3.7,45.39,Alto,Sierra,0
38,Estándar,30034.72,5,6,0,1,0,1.3,24.2,Medio,Selva,1
48,Estándar,11066.95,1,9,1,1,1,3.5,22.03,Medio,Costa,0
32,Preferente,33218.37,3,3,1,1,0,2.8,42.2,Medio,Costa,0
51,Premium,25323.78,4,5,0,1,0,1.4,24.5,Medio,Selva,0
53,Estándar,41841.87,3,8,1,0,0,4.7,30.22,Bajo,Costa,0
21,Estándar,38660.82,1,6,1,0,0,3.1,37.93,Alto,Costa,0
65,Estándar,0.0,1,5,1,1,1,4.9,13.49,Muy Alto,Costa,0
63,Premium,34818.11,4,7,1,1,0,3.0,38.98,Bajo,Selva,0
73,Estándar,14048.06,1,4,0,0,2,3.9,25.6,Medio,Costa,0
56,Preferente,6316.81,5,8,1,0,1,4.4,35.28,Medio,Sierra,0
52,Estándar,26118.25,4,7,0,0,2,2.5,47.8,Bajo,Costa,0
39,Estándar,14262.22,1,5,1,0,1,2.3,31.19,Medio,Sierra,0
37,Preferente,25130.81,5,4,1,1,1,4.7,40.9,Bajo,Selva,0
37,Estándar,0.0,1,5,0,1,1,1.8,36.59,Bajo,Costa,0
33,Estándar,329.73,1,6,1,1,0,3.9,34.86,Bajo,Costa,0
60,Preferente,32229.04,4,6,0,0,0,2.8,34.11,Medio,Costa,0
46,Premium,17765.96,2,13,1,1,1,3.5,42.54,Medio,Costa,0
74,Preferente,17659.46,1,14,0,1,0,2.4,33.56,Bajo,Costa,0
56,Preferente,40352.93,5,3,0,1,0,2.2,45.05,Medio,Costa,0
62,Estándar,6796.4,5,3,0,0,1,2.9,39.85,Medio,Costa,0
50,Preferente,24116.42,2,4,1,1,1,3.4,34.73,Bajo,Sierra,1
57,Estándar,0.0,2,10,1,1,0,3.3,31.58,Medio,Selva,0
40,Preferente,19929.67,2,6,1,1,1,1.2,43.26,Medio,Sierra,1
70,Premium,17904.91,1,5,1,1,1,4.1,26.85,Alto,Costa,0
56,Estándar,25498.49,1,8,1,1,0,1.8,49.35,Medio,Selva,1
57,Estándar,8210.33,1,6,0,0,0,4.1,43.6,Bajo,Selva,0
51,Premium,33366.4,3,4,1,1,0,3.8,29.79,Bajo,Selva,0
27,Estándar,0.0,2,5,0,1,1,3.8,46.21,Bajo,Selva,0
46,Estándar,5523.78,5,6,1,1,0,1.4,38.19,Medio,Sierra,0
60,Preferente,17189.0,2,4,1,1,0,4.0,27.77,Bajo,Costa,0
44,Preferente,33633.27,3,5,1,1,0,2.5,38.18,Bajo,Costa,0
24,Preferente,31063.3,3,5,1,1,2,2.4,32.77,Alto,Selva,0
57,Estándar,28968.09,3,3,1,1,0,2.9,34.11,Medio,Sierra,0
46,Estándar,34881.01,3,9,1,0,1,2.9,30.85,Medio,Costa,0
68,Estándar,34099.63,5,8,1,1,1,2.0,43.53,Medio,Sierra,0
44,Preferente,0.0,4,6,1,1,1,4.0,31.16,Bajo,Costa,0
35,Preferente,17918.03,2,5,1,1,1,4.6,21.76,Medio,Selva,0
68,Premium,21416.61,5,5,1,0,0,1.7,31.01,Medio,Sierra,0
70,Preferente,62998.03,3,13,0,0,0,2.0,37.96,Bajo,Selva,0
31,Estándar,18714.94,3,9,1,1,0,3.8,38.47,Medio,Costa,0
26,Estándar,19430.08,3,8,0,0,0,3.6,31.67,Bajo,Costa,1
60,Estándar,18627.12,4,5,1,1,0,1.8,40.43,Medio,Costa,0
61,Estándar,40473.78,4,3,0,1,0,3.7,34.4,Medio,Costa,0
64,Preferente,15717.69,4,14,0,1,3,1.6,43.96,Medio,Costa,0
41,Estándar,19594.89,5,7,1,0,0,4.6,42.12,Bajo,Costa,0
34,Estándar,11652.66,4,6,1,1,0,2.8,33.67,Medio,Sierra,0
57,Estándar,9998.94,1,4,1,1,0,2.7,48.67,Alto,Costa,0
61,Estándar,8170.05,4,5,1,0,0,4.1,40.93,Bajo,Sierra,0
66,Estándar,19854.35,3,4,1,0,0,1.0,32.2,Bajo,Sierra,0
41,Estándar,20219.88,3,9,1,0,1,3.7,43.61,Medio,Selva,0
49,Preferente,48118.72,3,6,1,0,0,1.1,32.33,Bajo,Costa,0
58,Preferente,3862.02,2,8,0,0,1,1.4,34.87,Medio,Sierra,1
19,Preferente,0.0,4,4,0,1,1,2.0,32.93,Medio,Selva,0
42,Estándar,0.0,2,8,1,1,0,2.6,30.11,Muy Alto,Sierra,0
20,Estándar,18417.83,3,3,0,0,0,2.7,45.65,Muy Alto,Costa,0
45,Estándar,40879.69,3,3,1,1,0,3.6,32.07,Medio,Costa,0
48,Premium,33394.79,1,8,0,1,1,4.4,45.65,Muy Alto,Selva,0
72,Estándar,39237.42,3,7,1,0,0,3.2,41.66,Medio,Costa,0
43,Estándar,0.0,1,4,1,1,0,3.6,20.78,Alto,Costa,0
45,Estándar,39669.72,1,4,1,1,0,2.7,37.87,Bajo,Costa,0
65,Premium,0.0,2,6,1,1,0,4.9,35.91,Bajo,Costa,1
69,Preferente,24950.11,2,5,1,1,0,4.1,46.55,Bajo,Costa,0
40,Estándar,16946.94,4,9,1,1,2,1.7,29.46,Muy Alto,Sierra,0
31,Estándar,9499.7,2,9,0,1,0,4.4,32.08,Medio,Costa,0
51,Estándar,11784.84,1,4,0,0,0,2.2,24.82,Medio,Costa,1
58,Estándar,8675.73,3,5,0,0,0,1.5,38.73,Alto,Sierra,0
35,Estándar,9258.82,1,4,0,1,2,3.1,32.54,Muy Alto,Sierra,0
56,Preferente,13593.11,2,13,1,0,0,1.6,37.82,Bajo,Sierra,1
44,Estándar,33725.83,1,4,1,1,0,4.1,32.77,Bajo,Costa,0
37,Preferente,17445.03,2,8,0,0,1,2.0,38.49,Bajo,Costa,0
30,Estándar,0.0,4,3,1,1,0,1.5,31.21,Medio,Costa,0
42,Estándar,52064.93,1,4,1,1,0,4.1,34.98,Alto,Sierra,0
70,Estándar,0.0,4,4,1,1,0,1.7,32.07,Muy Alto,Sierra,0
49,Premium,19223.48,4,5,0,0,0,4.2,36.15,Medio,Sierra,1
69,Premium,13200.53,1,5,0,0,1,3.3,30.09,Bajo,Costa,0
22,Preferente,24616.92,4,13,1,1,0,4.1,36.58,Bajo,Costa,0
19,Preferente,30378.54,4,3,1,0,1,1.4,49.64,Bajo,Costa,1
36,Estándar,34712.62,5,5,1,1,0,1.4,46.48,Bajo,Sierra,0
60,Preferente,31347.43,5,6,1,0,1,3.4,35.72,Bajo,Sierra,0
55,Estándar,12006.44,5,4,1,0,1,3.3,30.17,Alto,Costa,0
74,Estándar,0.0,2,3,1,0,0,2.2,33.58,Medio,Costa,1
64,Premium,1543.58,1,3,0,1,0,4.8,47.32,Muy Alto,Costa,0
22,Estándar,32576.67,4,1,1,0,0,3.9,28.36,Bajo,Selva,0
62,Estándar,36404.04,2,6,0,1,1,3.9,31.27,Bajo,Sierra,0
56,Estándar,6917.54,2,5,1,0,1,3.3,20.44,Muy Alto,Costa,0
20,Estándar,46879.92,2,6,1,1,0,3.1,35.06,Medio,Costa,0
21,Preferente,54701.45,2,9,1,0,1,2.5,30.65,Muy Alto,Costa,0
38,Preferente,30490.26,5,5,1,0,0,2.2,40.82,Alto,Costa,0
31,Estándar,13260.82,5,10,1,0,0,3.9,18.33,Bajo,Costa,0
70,Estándar,28140.6,1,5,1,0,1,3.6,32.2,Bajo,Sierra,0
68,Estándar,38091.2,5,4,0,1,0,2.4,25.57,Medio,Selva,1
62,Preferente,15983.99,5,6,0,1,1,3.3,55.09,Muy Alto,Sierra,0
71,Estándar,31176.66,3,7,1,0,0,2.9,29.57,Bajo,Costa,0
67,Estándar,19484.93,2,4,1,1,1,3.5,35.15,Bajo,Costa,0
44,Preferente,29279.68,3,4,1,1,0,3.0,40.25,Medio,Selva,0
53,Preferente,27623.01,4,6,1,1,0,4.8,29.55,Alto,Sierra,0
37,Estándar,8422.37,5,3,1,0,0,2.0,33.24,Bajo,Costa,0
46,Preferente,35634.67,2,6,1,0,0,1.0,36.05,Alto,Costa,0
43,Preferente,17532.01,5,5,0,1,0,3.9,18.33,Medio,Costa,0
60,Estándar,34855.09,5,2,0,1,2,2.9,30.18,Medio,Costa,0
46,Estándar,25764.37,5,8,0,0,0,2.2,36.5,Bajo,Costa,1
59,Preferente,15377.24,4,5,1,0,0,4.9,41.16,Medio,Sierra,0
36,Estándar,41739.21,5,4,1,1,1,4.7,40.09,Alto,Sierra,0
55,Preferente,22319.31,1,5,1,0,0,3.4,30.68,Medio,Costa,0
71,Estándar,23354.75,2,4,1,0,1,2.6,24.77,Bajo,Sierra,0
21,Premium,27036.82,2,8,0,0,0,2.2,35.92,Medio,Costa,0
50,Preferente,32393.9,2,4,0,1,1,4.3,26.81,Bajo,Sierra,0
36,Preferente,4021.81,4,6,1,1,0,3.1,32.04,Medio,Sierra,1
39,Estándar,15851.72,4,7,1,0,0,2.5,40.05,Medio,Costa,0
18,Estándar,29888.16,5,8,0,0,2,4.0,33.28,Bajo,Costa,0
71,Estándar,18718.23,1,4,1,1,1,2.7,24.59,Medio,Costa,0
53,Estándar,13130.42,5,7,1,1,0,2.9,43.97,Bajo,Costa,0
22,Estándar,10924.88,1,4,1,0,0,1.9,46.45,Bajo,Costa,1
40,Estándar,19779.39,2,7,1,1,0,2.1,29.34,Alto,Costa,1
21,Estándar,44644.77,2,7,1,1,0,3.7,56.12,Alto,Costa,0
43,Estándar,22420.15,5,9,1,1,1,1.3,33.87,Medio,Costa,1
35,Estándar,19520.49,1,5,0,0,1,3.4,33.57,Bajo,Costa,0
34,Estándar,18525.02,2,5,1,1,1,3.1,26.23,Medio,Selva,0
49,Preferente,8159.63,4,4,1,0,0,5.0,42.98,Medio,Costa,0
34,Preferente,37845.44,4,7,1,1,1,1.2,45.83,Muy Alto,Costa,0
63,Preferente,24125.77,4,5,0,1,0,4.8,28.72,Muy Alto,Sierra,0
24,Estándar,23975.3,4,7,1,1,0,1.1,27.08,Alto,Selva,0
37,Preferente,20292.96,3,8,1,1,0,2.3,29.83,Alto,Costa,0
23,Preferente,16149.55,1,3,0,1,2,1.5,10.0,Bajo,Costa,0
73,Estándar,28734.19,4,5,1,0,2,1.6,29.74,Medio,Sierra,0
18,Estándar,11841.68,1,7,1,1,0,1.1,39.46,Muy Alto,Sierra,0
27,Preferente,20922.38,2,4,1,0,0,4.5,27.01,Medio,Selva,0
74,Premium,32950.76,3,3,1,1,1,3.7,51.68,Medio,Costa,1
40,Preferente,12249.58,4,2,0,1,1,4.3,42.13,Medio,Costa,0
49,Preferente,29833.86,4,8,1,0,1,3.3,27.27,Bajo,Costa,0
58,Preferente,26417.0,4,3,0,0,1,3.4,31.63,Medio,Costa,0
39,Premium,25691.91,3,5,1,1,2,2.1,43.95,Medio,Selva,0
49,Estándar,30703.36,3,7,1,1,0,3.9,43.82,Bajo,Costa,0
62,Estándar,23318.47,5,3,1,0,1,1.7,24.5,Medio,Sierra,0
39,Estándar,18422.62,5,10,1,1,1,3.7,40.13,Medio,Selva,0
22,Estándar,30551.8,3,8,0,0,1,4.8,21.36,Bajo,Selva,1
61,Estándar,5601.55,1,7,0,1,1,3.9,34.62,Medio,Costa,0
29,Estándar,21577.92,3,4,1,1,0,3.3,36.31,Medio,Selva,0
57,Estándar,12928.61,1,5,1,1,0,2.0,39.2,Alto,Sierra,1
60,Preferente,3642.37,3,6,1,1,0,3.0,35.72,Medio,Selva,0
28,Preferente,28951.24,5,6,0,1,0,2.6,38.23,Medio,Selva,0
74,Preferente,25097.76,2,9,0,0,0,2.4,25.15,Alto,Selva,0
48,Estándar,20421.64,1,11,0,0,1,2.9,33.21,Alto,Costa,0
31,Estándar,9586.8,1,5,1,1,0,2.5,33.78,Bajo,Sierra,0
26,Preferente,0.0,3,4,1,1,0,1.0,39.04,Alto,Costa,0
67,Estándar,53817.2,5,2,0,1,1,4.8,27.1,Medio,Sierra,0
51,Estándar,10568.8,3,4,1,0,0,2.3,34.25,Bajo,Sierra,1
70,Preferente,24409.14,1,5,1,1,2,1.8,24.01,Bajo,Sierra,0
47,Preferente,37237.18,3,5,1,1,0,2.0,32.32,Medio,Selva,1
29,Estándar,4867.83,2,6,1,1,1,3.8,30.44,Muy Alto,Costa,0
42,Estándar,29444.74,2,10,1,1,1,1.1,49.66,Alto,Costa,0
49,Preferente,13506.53,4,8,1,1,3,4.9,26.0,Medio,Sierra,0
73,Estándar,21578.53,1,4,1,1,0,4.1,41.9,Bajo,Costa,0
27,Estándar,19105.79,5,3,1,1,0,1.9,38.18,Alto,Costa,1
66,Premium,17338.85,1,8,1,1,1,3.2,28.75,Bajo,Costa,0
68,Preferente,17513.27,3,1,1,0,1,2.6,32.68,Medio,Costa,0
64,Estándar,34133.2,2,6,1,1,2,3.6,20.45,Alto,Selva,0
54,Estándar,27187.24,2,8,1,0,0,2.2,44.31,Bajo,Sierra,0
70,Estándar,24714.55,2,7,1,1,1,1.8,38.98,Medio,Costa,0
41,Preferente,53601.69,3,8,0,0,1,2.1,34.8,Medio,Sierra,0
43,Estándar,32008.92,2,8,1,1,1,2.0,22.14,Alto,Selva,0
56,Premium,23920.35,1,5,0,1,1,1.5,49.97,Medio,Sierra,0
47,Estándar,26679.77,1,4,0,1,0,2.1,25.19,Muy Alto,Sierra,0
58,Estándar,55649.05,1,3,0,1,0,4.4,43.31,Bajo,Costa,0
71,Preferente,1146.35,2,5,1,0,1,3.1,25.61,Medio,Sierra,0
35,Estándar,28257.87,3,4,1,0,2,5.0,33.71,Alto,Costa,0
69,Estándar,17905.2,1,8,1,0,2,4.6,31.19,Alto,Sierra,0
54,Premium,36393.05,2,4,1,1,1,4.9,38.54,Alto,Sierra,0
28,Estándar,21558.07,1,4,0,0,0,4.3,50.84,Medio,Sierra,0
58,Estándar,6784.31,4,6,1,1,1,3.8,38.22,Bajo,Costa,0
57,Preferente,17088.25,1,5,1,1,0,3.2,38.41,Bajo,Sierra,0
66,Estándar,3856.59,4,4,1,1,2,1.0,52.87,Bajo,Costa,0
67,Estándar,22898.36,2,5,1,0,0,4.5,29.68,Bajo,Costa,1
27,Estándar,0.0,4,4,1,1,0,1.2,39.93,Alto,Sierra,0
32,Estándar,24853.77,2,4,1,0,0,1.8,37.58,Bajo,Sierra,0
37,Estándar,3215.38,3,11,1,1,0,4.8,51.35,Bajo,Selva,1
